Data,Apertura,Massimo,Minimo,Prezzo,Volume
20250114  18:00:00,2736.7,2737.6,2734.1,2735.8,16
20250114  19:00:00,2733.5,2734.7,2733.4,2734.5,43
20250114  20:00:00,2739.7,2740.0,2737.9,2740.0,3
20250114  21:00:00,2738.3,2741.9,2738.3,2741.9,23
20250114  22:00:00,2741.9,2743.5,2741.9,2743.5,9
20250115  15:30:00,2764.1,2764.1,2751.2,2755.2,27
20250115  16:00:00,2754.0,2756.1,2750.0,2751.6,38
20250115  17:00:00,2752.0,2761.7,2750.8,2761.6,33
20250115  18:00:00,2766.7,2766.7,2765.1,2766.5,23
20250115  19:00:00,2766.6,2768.9,2765.7,2766.0,25
20250115  20:00:00,2768.6,2769.6,2767.9,2768.9,29
20250115  21:00:00,2770.0,2770.0,2769.2,2769.2,3
20250115  22:00:00,2771.8,2772.9,2769.3,2772.8,35
20250116  15:30:00,2795.0,2798.2,2793.7,2797.8,18
20250116  16:00:00,2797.8,2800.8,2793.4,2800.8,54
20250116  17:00:00,2801.5,2804.2,2800.0,2804.0,51
20250116  18:00:00,2801.7,2808.0,2801.7,2804.4,39
20250116  19:00:00,2804.5,2805.7,2798.8,2799.1,164
20250116  20:00:00,2799.0,2800.4,2798.2,2798.7,19
20250116  21:00:00,2798.4,2798.7,2797.3,2797.3,12
20250116  22:00:00,2796.3,2796.6,2795.5,2796.5,17
20250117  15:30:00,2787.9,2796.6,2786.5,2795.3,35
20250117  16:00:00,2795.5,2801.6,2795.4,2800.3,88
20250117  17:00:00,2800.3,2809.0,2800.3,2809.0,102
20250117  18:00:00,2808.6,2808.6,2804.2,2804.6,32
20250117  19:00:00,2803.6,2803.9,2796.0,2796.0,125
20250117  20:00:00,2795.0,2796.2,2793.0,2794.3,30
20250117  21:00:00,2792.9,2793.3,2789.0,2789.6,39
20250117  22:00:00,2789.5,2789.5,2787.4,2787.4,2
20250120  15:30:00,2784.8,2785.5,2779.9,2781.0,86
20250120  16:00:00,2779.0,2781.0,2775.8,2777.2,141
20250120  17:00:00,2775.9,2775.9,2767.3,2774.0,28
20250120  18:00:00,2775.6,2778.6,2774.7,2776.6,40
20250120  19:00:00,2779.1,2781.8,2779.1,2781.8,3
20250120  20:00:00,2784.2,2784.8,2783.2,2783.2,6
20250121  15:30:00,2794.2,2806.5,2793.5,2805.5,106
20250121  16:00:00,2806.0,2807.1,2799.6,2804.5,97
20250121  17:00:00,2803.8,2811.8,2803.8,2809.5,69
20250121  18:00:00,2810.1,2812.8,2806.7,2806.7,80
20250121  19:00:00,2808.2,2812.7,2807.4,2811.7,56
20250121  20:00:00,2812.1,2812.1,2808.2,2808.9,21
20250121  21:00:00,2808.6,2808.6,2805.3,2807.0,23
20250121  22:00:00,2807.0,2810.0,2807.0,2809.5,17
20250122  15:30:00,2817.8,2820.0,2811.5,2814.7,35
20250122  16:00:00,2813.9,2823.0,2812.9,2822.4,70
20250122  17:00:00,2821.5,2824.2,2818.9,2821.4,80
20250122  18:00:00,2820.4,2822.0,2819.6,2820.1,33
20250122  19:00:00,2819.4,2823.0,2817.6,2820.8,82
20250122  20:00:00,2820.5,2820.5,2818.5,2818.5,14
20250122  21:00:00,2818.8,2819.8,2818.5,2818.5,7
20250122  22:00:00,2818.2,2818.6,2816.4,2817.6,16
20250123  15:30:00,2801.1,2805.0,2797.5,2804.4,77
20250123  16:00:00,2803.8,2807.2,2800.2,2804.1,74
20250123  17:00:00,2802.5,2816.7,2801.2,2812.2,64
20250123  18:00:00,2813.0,2818.5,2812.7,2816.9,28
20250123  19:00:00,2816.4,2817.7,2814.6,2815.9,32
20250123  20:00:00,2815.6,2817.9,2814.9,2814.9,11
20250123  21:00:00,2813.4,2815.4,2812.9,2813.0,39
20250123  22:00:00,2813.7,2813.7,2812.0,2813.5,25
20250124  15:30:00,2834.1,2842.6,2833.5,2838.7,48
20250124  16:00:00,2837.9,2847.9,2835.9,2835.9,211
20250124  17:00:00,2835.4,2838.4,2829.4,2830.7,107
20250124  18:00:00,2831.1,2836.1,2831.1,2833.1,47
20250124  19:00:00,2831.5,2833.8,2831.5,2833.8,63
20250124  20:00:00,2833.3,2836.4,2832.1,2835.7,23
20250124  21:00:00,2835.0,2835.0,2832.6,2832.6,16
20250124  22:00:00,2831.9,2831.9,2830.6,2831.2,15
20250127  15:30:00,2808.1,2812.2,2802.1,2808.7,109
20250127  16:00:00,2806.0,2806.0,2796.8,2799.0,116
20250127  17:00:00,2799.1,2800.4,2789.2,2790.2,147
20250127  18:00:00,2790.9,2792.5,2786.0,2790.7,59
20250127  19:00:00,2789.5,2793.0,2789.1,2792.0,86
20250127  20:00:00,2792.7,2796.2,2792.3,2795.1,75
20250127  21:00:00,2794.1,2797.5,2794.1,2797.0,55
20250127  22:00:00,2796.8,2799.9,2796.8,2798.1,65
20250128  15:30:00,2812.9,2815.5,2811.7,2813.1,97
20250128  16:00:00,2812.6,2816.6,2810.7,2813.4,93
20250128  17:00:00,2816.0,2820.0,2813.7,2820.0,102
20250128  18:00:00,2819.1,2822.0,2818.4,2821.7,49
20250128  19:00:00,2821.3,2825.9,2820.8,2825.9,200
20250128  20:00:00,2825.7,2827.3,2825.2,2826.8,30
20250128  21:00:00,2825.8,2827.1,2824.8,2825.6,16
20250128  22:00:00,2824.7,2825.3,2824.7,2825.2,9
20250129  15:30:00,2824.6,2827.2,2823.4,2826.7,48
20250129  16:00:00,2827.0,2827.0,2816.0,2821.3,83
20250129  17:00:00,2821.8,2823.1,2816.2,2819.2,85
20250129  18:00:00,2819.5,2822.5,2817.8,2818.4,32
20250129  19:00:00,2817.0,2818.9,2815.0,2816.6,46
20250129  20:00:00,2815.6,2823.5,2810.0,2822.4,377
20250129  21:00:00,2823.1,2823.9,2819.6,2819.6,7
20250129  22:00:00,2818.3,2820.3,2818.3,2820.1,8
20250130  15:30:00,2854.2,2859.3,2850.3,2858.6,153
20250130  16:00:00,2859.8,2876.5,2859.1,2873.1,570
20250130  17:00:00,2875.2,2878.0,2865.3,2865.3,194
20250130  18:00:00,2865.3,2870.6,2862.8,2869.6,168
20250130  19:00:00,2870.4,2872.8,2867.3,2870.0,114
20250130  20:00:00,2870.0,2870.0,2867.4,2869.5,69
20250130  21:00:00,2868.8,2875.0,2868.4,2872.6,106
20250130  22:00:00,2872.4,2875.6,2871.8,2875.6,37
20250131  15:30:00,2875.6,2880.9,2874.6,2880.9,67
20250131  16:00:00,2881.5,2886.8,2878.6,2880.1,302
20250131  17:00:00,2878.9,2881.1,2873.3,2874.5,84
20250131  18:00:00,2875.6,2876.6,2860.0,2867.6,201
20250131  19:00:00,2867.0,2870.8,2856.2,2858.5,309
20250131  20:00:00,2858.3,2859.2,2853.0,2853.1,57
20250131  21:00:00,2852.0,2855.3,2850.8,2854.5,53
20250131  22:00:00,2854.5,2858.6,2854.5,2856.1,47
20250203  15:30:00,2878.7,2895.9,2878.4,2895.1,266
20250203  16:00:00,2894.7,2895.0,2871.4,2879.7,514
20250203  17:00:00,2876.5,2887.3,2876.5,2881.4,90
20250203  18:00:00,2883.0,2884.5,2880.3,2881.7,48
20250203  19:00:00,2880.1,2884.9,2879.9,2881.3,47
20250203  20:00:00,2882.2,2884.4,2881.6,2882.2,42
20250203  21:00:00,2883.0,2883.0,2880.3,2881.1,12
20250203  22:00:00,2881.9,2881.9,2873.2,2874.4,50
20250204  15:30:00,2891.5,2898.6,2890.9,2893.0,165
20250204  16:00:00,2895.8,2898.8,2887.5,2888.4,194
20250204  17:00:00,2887.6,2897.1,2885.0,2894.3,139
20250204  18:00:00,2894.7,2901.6,2894.0,2900.3,101
20250204  19:00:00,2900.0,2901.6,2897.8,2898.5,150
20250204  20:00:00,2898.4,2900.3,2897.7,2898.2,26
20250204  21:00:00,2898.0,2899.7,2896.7,2899.2,31
20250204  22:00:00,2899.7,2899.7,2897.6,2897.6,5
20250205  15:30:00,2913.4,2920.4,2912.4,2918.6,50
20250205  16:00:00,2922.0,2930.9,2920.8,2926.8,326
20250205  17:00:00,2928.3,2928.3,2910.9,2920.4,391
20250205  18:00:00,2922.3,2922.8,2917.6,2918.6,108
20250205  19:00:00,2920.2,2920.2,2911.8,2913.9,135
20250205  20:00:00,2913.8,2914.2,2909.4,2909.7,33
20250205  21:00:00,2908.1,2910.7,2906.4,2906.4,39
20250205  22:00:00,2907.5,2910.7,2906.4,2910.7,66
20250206  15:30:00,2906.6,2906.6,2886.9,2887.3,250
20250206  16:00:00,2887.5,2902.8,2881.2,2898.8,438
20250206  17:00:00,2899.6,2903.2,2899.6,2900.2,30
20250206  18:00:00,2900.1,2902.1,2898.9,2902.1,42
20250206  19:00:00,2902.2,2903.0,2900.6,2903.0,27
20250206  20:00:00,2902.8,2903.3,2901.0,2903.2,9
20250206  21:00:00,2905.0,2907.2,2904.5,2907.1,50
20250206  22:00:00,2907.0,2907.2,2905.9,2905.9,45
20250207  15:30:00,2923.6,2929.5,2922.4,2926.1,138
20250207  16:00:00,2925.8,2936.1,2922.5,2929.8,177
20250207  17:00:00,2930.6,2930.6,2911.7,2912.4,214
20250207  18:00:00,2907.0,2912.1,2905.5,2911.0,63
20250207  19:00:00,2910.9,2916.0,2910.9,2910.9,129
20250207  20:00:00,2913.7,2913.7,2910.0,2911.5,24
20250207  21:00:00,2912.1,2913.9,2910.9,2913.0,21
20250207  22:00:00,2913.6,2914.9,2912.6,2912.6,31
20250210  15:30:00,2955.9,2960.3,2954.7,2957.6,39
20250210  16:00:00,2958.2,2964.8,2955.6,2962.3,176
20250210  17:00:00,2963.4,2964.0,2952.8,2955.2,144
20250210  18:00:00,2956.6,2958.7,2952.9,2958.7,78
20250210  19:00:00,2958.0,2962.9,2957.1,2960.8,168
20250210  20:00:00,2960.9,2961.5,2959.5,2960.4,7
20250210  21:00:00,2962.0,2962.0,2960.0,2961.6,26
20250210  22:00:00,2961.4,2963.5,2961.0,2963.5,21
20250211  15:30:00,2957.1,2958.3,2950.0,2950.2,165
20250211  16:00:00,2950.4,2962.0,2944.7,2962.0,198
20250211  17:00:00,2960.5,2963.5,2957.1,2960.3,54
20250211  18:00:00,2956.4,2961.7,2955.2,2959.9,76
20250211  19:00:00,2960.5,2963.1,2959.9,2962.5,205
20250211  20:00:00,2963.0,2963.0,2956.9,2957.4,41
20250211  21:00:00,2956.0,2957.0,2951.0,2955.1,41
20250211  22:00:00,2953.8,2955.8,2953.8,2954.2,10
20250212  15:30:00,2950.6,2952.0,2944.3,2948.9,147
20250212  16:00:00,2947.1,2951.5,2941.3,2950.2,199
20250212  17:00:00,2950.8,2958.9,2945.8,2957.2,196
20250212  18:00:00,2958.2,2964.0,2957.0,2958.4,91
20250212  19:00:00,2958.4,2958.4,2954.8,2954.8,62
20250212  20:00:00,2952.7,2952.7,2947.3,2949.6,20
20250212  21:00:00,2949.0,2953.1,2947.4,2951.7,38
20250212  22:00:00,2952.0,2956.0,2951.7,2955.7,31
20250213  15:30:00,2965.6,2972.5,2963.7,2971.0,46
20250213  16:00:00,2970.7,2976.5,2970.5,2975.8,165
20250213  17:00:00,2975.7,2976.2,2969.0,2969.2,86
20250213  18:00:00,2969.3,2976.2,2969.3,2976.2,96
20250213  19:00:00,2976.2,2980.5,2970.0,2980.5,164
20250213  20:00:00,2979.7,2983.6,2979.4,2983.3,118
20250213  21:00:00,2982.7,2986.3,2980.8,2985.5,72
20250213  22:00:00,2985.8,2986.4,2985.0,2985.4,32
20250214  15:30:00,2974.3,2976.0,2966.2,2967.1,67
20250214  16:00:00,2966.2,2967.2,2934.0,2945.1,554
20250214  17:00:00,2944.8,2946.6,2931.7,2940.0,350
20250214  18:00:00,2940.0,2940.2,2925.5,2929.1,147
20250214  19:00:00,2929.3,2929.8,2923.0,2925.3,145
20250214  20:00:00,2925.9,2926.5,2921.7,2922.5,70
20250214  21:00:00,2922.9,2924.5,2917.6,2923.5,66
20250214  22:00:00,2923.8,2923.8,2920.8,2921.0,104
20250218  15:30:00,2966.1,2973.4,2966.1,2972.5,414
20250218  16:00:00,2972.8,2975.0,2968.2,2971.9,191
20250218  17:00:00,2971.7,2980.1,2970.4,2978.4,174
20250218  18:00:00,2978.4,2978.9,2976.0,2978.3,135
20250218  19:00:00,2977.3,2980.5,2974.8,2980.5,159
20250218  20:00:00,2980.8,2984.0,2978.8,2982.6,149
20250218  21:00:00,2983.1,2983.1,2978.1,2979.2,80
20250218  22:00:00,2980.4,2983.1,2980.0,2983.1,23
20250219  15:30:00,2980.0,2984.6,2976.0,2983.4,63
20250219  16:00:00,2981.7,2983.0,2969.4,2969.4,168
20250219  17:00:00,2969.1,2975.7,2967.5,2971.9,253
20250219  18:00:00,2971.4,2973.7,2964.9,2968.2,99
20250219  19:00:00,2967.2,2969.1,2961.4,2968.1,194
20250219  20:00:00,2967.7,2975.0,2966.6,2974.4,42
20250219  21:00:00,2975.2,2978.9,2974.7,2977.5,39
20250219  22:00:00,2978.4,2979.8,2977.8,2977.8,9
20250220  15:30:00,2972.7,2983.6,2972.7,2977.6,171
20250220  16:00:00,2977.2,2983.1,2976.1,2982.4,100
20250220  17:00:00,2981.8,2990.0,2979.8,2986.1,71
20250220  18:00:00,2986.1,2990.5,2983.8,2983.8,74
20250220  19:00:00,2982.2,2985.0,2979.9,2984.7,75
20250220  20:00:00,2982.5,2982.7,2977.0,2981.7,20
20250220  21:00:00,2978.6,2979.6,2976.5,2979.5,40
20250220  22:00:00,2982.9,2983.2,2982.6,2982.8,11
20250221  15:30:00,2977.4,2981.1,2970.6,2975.1,117
20250221  16:00:00,2974.2,2976.2,2964.5,2970.3,394
20250221  17:00:00,2969.8,2980.9,2968.6,2977.5,110
20250221  18:00:00,2978.8,2983.4,2977.4,2981.5,70
20250221  19:00:00,2981.6,2986.7,2979.6,2986.1,120
20250221  20:00:00,2985.0,2985.8,2975.1,2975.1,37
20250221  21:00:00,2975.1,2978.2,2975.0,2976.2,52
20250221  22:00:00,2975.6,2979.0,2973.4,2977.1,63
20250224  15:30:00,2984.4,2988.0,2977.0,2982.1,197
20250224  16:00:00,2980.7,2983.2,2973.9,2979.6,370
20250224  17:00:00,2983.2,2988.0,2981.9,2985.6,163
20250224  18:00:00,2986.1,2988.0,2984.3,2986.0,105
20250224  19:00:00,2987.8,2991.7,2987.4,2990.4,93
20250224  20:00:00,2992.0,2993.0,2990.4,2992.2,21
20250224  21:00:00,2991.5,2994.1,2990.0,2993.2,28
20250224  22:00:00,2993.6,2996.8,2993.2,2996.8,28
20250225  15:30:00,2985.4,2987.2,2974.0,2974.0,121
20250225  16:00:00,2974.1,2976.2,2938.9,2947.0,932
20250225  17:00:00,2944.1,2944.1,2925.0,2937.4,594
20250225  18:00:00,2935.9,2948.9,2933.3,2948.9,117
20250225  19:00:00,2949.1,2952.2,2946.4,2950.6,119
20250225  20:00:00,2950.9,2953.5,2947.2,2953.5,43
20250225  21:00:00,2952.8,2954.0,2952.0,2952.5,17
20250225  22:00:00,2954.5,2958.4,2954.5,2956.8,36
20250226  15:30:00,2935.5,2946.9,2932.5,2943.1,135
20250226  16:00:00,2942.4,2956.8,2940.4,2955.4,233
20250226  17:00:00,2956.8,2960.2,2954.2,2955.4,69
20250226  18:00:00,2957.0,2958.9,2953.4,2956.7,49
20250226  19:00:00,2955.7,2960.0,2955.7,2956.6,79
20250226  20:00:00,2957.7,2958.4,2956.6,2957.3,27
20250226  21:00:00,2957.2,2959.5,2956.1,2959.0,166
20250226  22:00:00,2959.2,2962.0,2959.2,2961.2,29
20250227  15:30:00,2930.2,2931.8,2907.0,2912.0,503
20250227  16:00:00,2911.7,2923.2,2911.1,2913.0,275
20250227  17:00:00,2914.2,2919.5,2912.9,2917.9,298
20250227  18:00:00,2918.4,2923.2,2917.8,2923.2,51
20250227  19:00:00,2924.9,2926.5,2922.7,2925.3,100
20250227  20:00:00,2927.0,2927.0,2916.7,2917.7,45
20250227  21:00:00,2918.0,2918.3,2911.9,2912.2,108
20250227  22:00:00,2912.4,2916.3,2909.9,2915.8,186
20250228  15:30:00,2884.0,2887.1,2872.7,2873.5,271
20250228  16:00:00,2873.6,2889.0,2872.4,2889.0,398
20250228  17:00:00,2889.0,2894.0,2885.3,2886.9,162
20250228  18:00:00,2887.1,2888.4,2883.2,2883.2,190
20250228  19:00:00,2883.1,2885.0,2875.0,2883.2,369
20250228  20:00:00,2884.0,2888.4,2882.2,2888.4,99
20250228  21:00:00,2889.0,2891.4,2885.6,2889.9,47
20250228  22:00:00,2891.9,2897.1,2891.9,2895.0,30
20250303  15:30:00,2912.6,2922.7,2912.6,2916.9,570
20250303  16:00:00,2915.7,2929.4,2913.2,2926.9,511
20250303  17:00:00,2926.9,2932.0,2924.0,2930.0,159
20250303  18:00:00,2929.8,2931.8,2925.6,2929.6,135
20250303  19:00:00,2929.5,2930.7,2924.5,2928.3,256
20250303  20:00:00,2928.6,2929.2,2917.8,2918.7,316
20250303  21:00:00,2918.2,2930.0,2915.9,2929.7,132
20250303  22:00:00,2930.0,2933.1,2930.0,2932.4,42
20250304  15:30:00,2956.3,2957.0,2944.0,2944.1,156
20250304  16:00:00,2941.6,2951.1,2939.0,2944.2,329
20250304  17:00:00,2945.3,2954.4,2942.2,2954.0,235
20250304  18:00:00,2954.3,2955.4,2949.8,2949.8,126
20250304  19:00:00,2950.7,2954.0,2947.6,2949.7,350
20250304  20:00:00,2951.3,2955.0,2951.1,2955.0,104
20250304  21:00:00,2954.8,2959.2,2954.8,2957.0,136
20250304  22:00:00,2956.9,2957.5,2952.5,2957.3,25
20250305  15:30:00,2943.6,2955.8,2943.6,2950.2,343
20250305  16:00:00,2945.0,2962.4,2944.0,2956.4,613
20250305  17:00:00,2954.0,2969.4,2954.0,2962.1,301
20250305  18:00:00,2962.8,2962.8,2950.9,2953.7,658
20250305  19:00:00,2956.1,2958.2,2950.3,2954.9,204
20250305  20:00:00,2954.9,2958.9,2953.6,2958.6,60
20250305  21:00:00,2958.3,2960.5,2957.4,2960.3,19
20250305  22:00:00,2959.8,2959.8,2956.4,2957.8,15
20250306  15:30:00,2945.5,2953.5,2945.0,2952.0,167
20250306  16:00:00,2952.4,2960.2,2945.5,2951.3,462
20250306  17:00:00,2952.3,2955.3,2948.7,2954.3,162
20250306  18:00:00,2954.1,2958.0,2950.2,2951.7,143
20250306  19:00:00,2951.7,2957.5,2950.7,2952.8,187
20250306  20:00:00,2953.0,2954.1,2948.7,2950.6,85
20250306  21:00:00,2949.8,2952.5,2945.9,2945.9,70
20250306  22:00:00,2946.3,2948.1,2946.3,2947.6,15
20250307  15:30:00,2953.2,2965.8,2953.1,2963.6,798
20250307  16:00:00,2963.3,2967.4,2945.0,2952.6,445
20250307  17:00:00,2951.9,2956.3,2948.2,2950.8,350
20250307  18:00:00,2951.0,2952.6,2942.0,2945.1,208
20250307  19:00:00,2944.9,2945.8,2938.7,2942.7,789
20250307  20:00:00,2943.3,2946.1,2941.3,2941.5,67
20250307  21:00:00,2941.6,2947.5,2941.6,2946.5,33
20250307  22:00:00,2945.4,2948.4,2945.4,2945.9,33
20250310  14:30:00,2935.8,2939.3,2932.0,2938.6,259
20250310  15:00:00,2938.4,2943.9,2935.7,2943.2,479
20250310  16:00:00,2943.6,2945.7,2935.0,2939.5,323
20250310  17:00:00,2939.5,2941.1,2929.8,2929.9,301
20250310  18:00:00,2929.9,2930.0,2915.0,2919.8,1235
20250310  19:00:00,2917.5,2922.6,2913.3,2918.8,288
20250310  20:00:00,2918.4,2924.0,2913.4,2917.9,211
20250310  21:00:00,2917.9,2921.8,2917.9,2921.3,54
20250311  14:30:00,2944.5,2956.6,2944.2,2951.4,643
20250311  15:00:00,2951.2,2955.6,2945.4,2948.3,379
20250311  16:00:00,2948.7,2954.4,2948.7,2950.6,276
20250311  17:00:00,2950.3,2952.4,2949.2,2950.9,535
20250311  18:00:00,2951.0,2954.5,2948.2,2951.4,645
20250311  19:00:00,2951.7,2952.9,2949.1,2952.2,73
20250311  20:00:00,2952.5,2955.6,2951.6,2953.5,138
20250311  21:00:00,2953.7,2953.7,2950.7,2951.2,27
20250312  14:30:00,2944.9,2950.9,2943.4,2948.9,247
20250312  15:00:00,2948.5,2957.5,2947.8,2957.0,504
20250312  16:00:00,2956.6,2965.2,2956.6,2963.2,553
20250312  17:00:00,2963.9,2975.5,2963.0,2972.1,968
20250312  18:00:00,2971.8,2977.0,2971.7,2972.5,805
20250312  19:00:00,2971.8,2972.6,2969.4,2971.3,363
20250312  20:00:00,2971.4,2971.5,2967.7,2968.0,79
20250312  21:00:00,2968.7,2971.4,2967.5,2971.2,116
20250313  14:30:00,2981.9,2990.9,2981.8,2987.6,847
20250313  15:00:00,2988.0,3012.3,2987.6,3008.3,2520
20250313  16:00:00,3009.0,3018.7,3005.3,3017.5,2495
20250313  17:00:00,3017.8,3026.4,3017.4,3019.6,2038
20250313  18:00:00,3020.7,3022.5,3017.5,3019.8,853
20250313  19:00:00,3019.8,3025.0,3019.8,3024.9,312
20250313  20:00:00,3024.9,3027.6,3022.6,3023.1,590
20250313  21:00:00,3023.2,3029.4,3022.0,3029.3,737
20250314  14:30:00,3034.5,3035.0,3022.2,3026.0,784
20250314  15:00:00,3026.0,3033.4,3020.3,3023.6,593
20250314  16:00:00,3023.5,3025.2,3017.0,3023.7,818
20250314  17:00:00,3023.4,3028.9,3022.4,3027.8,337
20250314  18:00:00,3027.8,3029.3,3024.9,3025.1,808
20250314  19:00:00,3024.9,3025.2,3021.2,3021.5,179
20250314  20:00:00,3021.0,3024.1,3018.7,3019.8,487
20250314  21:00:00,3019.6,3025.2,3018.0,3021.2,305
20250317  14:30:00,3022.8,3027.0,3021.3,3024.2,258
20250317  15:00:00,3023.6,3035.9,3023.1,3034.0,857
20250317  16:00:00,3033.8,3034.9,3028.4,3032.4,648
20250317  17:00:00,3032.5,3032.7,3028.6,3030.1,193
20250317  18:00:00,3030.7,3035.8,3030.7,3034.2,638
20250317  19:00:00,3034.0,3036.8,3032.8,3035.8,253
20250317  20:00:00,3035.9,3037.1,3034.4,3036.3,202
20250317  21:00:00,3036.2,3038.6,3036.1,3038.0,100
20250318  14:30:00,3072.4,3075.1,3062.8,3068.4,1143
20250318  15:00:00,3067.4,3067.6,3059.4,3063.1,1284
20250318  16:00:00,3063.5,3068.6,3060.4,3067.5,592
20250318  17:00:00,3067.3,3073.0,3066.4,3071.6,559
20250318  18:00:00,3071.8,3072.7,3065.4,3068.5,1022
20250318  19:00:00,3068.6,3071.9,3068.3,3070.9,132
20250318  20:00:00,3070.9,3072.8,3070.5,3070.9,320
20250318  21:00:00,3070.9,3071.0,3068.6,3069.3,174
20250319  14:30:00,3070.1,3071.1,3062.9,3070.6,747
20250319  15:00:00,3069.4,3069.4,3061.5,3064.1,677
20250319  16:00:00,3064.0,3069.7,3063.6,3068.0,470
20250319  17:00:00,3068.9,3074.2,3068.4,3069.7,567
20250319  18:00:00,3068.6,3070.5,3065.7,3066.0,320
20250319  19:00:00,3066.0,3085.8,3065.4,3082.7,1227
20250319  20:00:00,3083.3,3089.4,3077.8,3084.4,897
20250319  21:00:00,3084.3,3085.2,3081.9,3085.2,145
20250320  14:30:00,3065.8,3072.4,3065.3,3067.4,581
20250320  15:00:00,3066.9,3076.0,3065.8,3075.7,1159
20250320  16:00:00,3075.9,3077.5,3072.9,3075.5,624
20250320  17:00:00,3076.0,3078.0,3069.8,3073.4,616
20250320  18:00:00,3073.4,3076.1,3070.3,3076.1,562
20250320  19:00:00,3075.9,3079.9,3075.8,3078.3,411
20250320  20:00:00,3078.1,3081.3,3078.0,3080.3,634
20250320  21:00:00,3080.8,3081.6,3080.0,3080.1,167
20250321  14:30:00,3063.5,3063.5,3035.6,3038.1,2493
20250321  15:00:00,3037.7,3048.8,3031.2,3048.4,2772
20250321  16:00:00,3048.2,3049.9,3042.6,3044.5,984
20250321  17:00:00,3043.3,3050.5,3043.3,3049.0,503
20250321  18:00:00,3048.7,3050.6,3046.2,3046.8,704
20250321  19:00:00,3047.3,3055.1,3046.5,3051.2,1719
20250321  20:00:00,3051.3,3053.9,3050.0,3052.8,617
20250321  21:00:00,3052.8,3057.0,3052.8,3055.3,251
20250324  14:30:00,3057.1,3059.1,3051.3,3055.2,1307
20250324  15:00:00,3055.1,3056.6,3041.2,3045.0,2513
20250324  16:00:00,3044.9,3048.9,3038.3,3047.5,2210
20250324  17:00:00,3047.5,3048.9,3042.1,3043.5,861
20250324  18:00:00,3043.5,3044.3,3040.7,3041.8,883
20250324  19:00:00,3041.7,3042.8,3036.0,3041.7,1433
20250324  20:00:00,3041.8,3043.7,3040.2,3041.3,502
20250324  21:00:00,3041.5,3048.7,3041.2,3046.0,429
20250325  14:30:00,3056.7,3065.5,3056.7,3062.9,2898
20250325  15:00:00,3062.7,3070.7,3058.2,3058.2,3781
20250325  16:00:00,3058.2,3061.1,3051.5,3055.1,2146
20250325  17:00:00,3055.2,3060.0,3055.0,3057.5,1243
20250325  18:00:00,3057.5,3057.6,3053.0,3056.4,1762
20250325  19:00:00,3056.6,3057.0,3052.0,3052.6,806
20250325  20:00:00,3052.2,3054.9,3051.7,3054.1,546
20250325  21:00:00,3054.0,3055.4,3053.2,3054.4,285
20250326  14:30:00,3059.6,3060.6,3050.8,3051.6,2022
20250326  15:00:00,3051.4,3056.8,3049.8,3052.1,4320
20250326  16:00:00,3052.0,3054.1,3047.1,3051.0,3630
20250326  17:00:00,3051.0,3055.1,3050.8,3051.2,1975
20250326  18:00:00,3051.2,3054.8,3050.9,3054.4,2201
20250326  19:00:00,3054.6,3056.8,3053.1,3053.3,1777
20250326  20:00:00,3053.8,3054.1,3050.3,3052.8,1305
20250326  21:00:00,3052.8,3058.0,3052.7,3056.1,1036
20250327  14:30:00,3081.4,3082.4,3070.7,3080.1,7309
20250327  15:00:00,3080.1,3101.3,3079.8,3099.4,14891
20250327  16:00:00,3099.5,3102.2,3093.0,3093.9,9658
20250327  17:00:00,3094.0,3097.5,3090.9,3091.8,6739
20250327  18:00:00,3091.6,3096.9,3089.6,3096.4,6048
20250327  19:00:00,3096.5,3099.7,3096.2,3097.9,3000
20250327  20:00:00,3097.8,3099.5,3097.0,3098.8,2172
20250327  21:00:00,3098.9,3099.4,3097.0,3099.2,1518
20250328  14:30:00,3111.4,3119.5,3105.2,3118.5,10270
20250328  15:00:00,3118.8,3122.4,3101.4,3103.9,24832
20250328  16:00:00,3103.8,3120.1,3100.9,3118.5,13020
20250328  17:00:00,3118.4,3121.4,3113.9,3117.6,7466
20250328  18:00:00,3117.8,3119.8,3108.9,3110.3,9577
20250328  19:00:00,3110.5,3113.3,3105.6,3111.8,5460
20250328  20:00:00,3111.9,3114.9,3111.5,3114.1,4027
20250328  21:00:00,3114.3,3119.8,3114.2,3118.0,3217
20250331  15:30:00,3151.8,3153.0,3131.4,3146.5,20248
20250331  16:00:00,3146.3,3157.1,3143.2,3156.6,19420
20250331  17:00:00,3156.6,3162.0,3145.7,3146.9,14532
20250331  18:00:00,3147.0,3155.5,3144.7,3151.5,9195
20250331  19:00:00,3151.5,3153.8,3148.3,3150.3,6953
20250331  20:00:00,3150.3,3157.0,3149.9,3154.9,5267
20250331  21:00:00,3154.9,3157.5,3154.1,3157.1,4445
20250331  22:00:00,3157.2,3158.5,3155.9,3157.4,2340
20250401  15:30:00,3160.2,3166.4,3158.2,3165.5,6094
20250401  16:00:00,3165.7,3167.8,3153.9,3160.1,19757
20250401  17:00:00,3160.2,3164.5,3143.7,3144.0,16140
20250401  18:00:00,3143.8,3146.8,3130.5,3138.7,20811
20250401  19:00:00,3138.8,3147.4,3138.0,3146.7,7104
20250401  20:00:00,3146.7,3150.8,3146.0,3147.2,4748
20250401  21:00:00,3147.1,3151.3,3146.7,3151.0,3835
